date,state,manufacturer,vehicle_type,vehicle_category,sales_amount,price_range,battery_capacity,charging_time,market_share
2022-11-01,Florida,Tesla,Electric,Sedan,8451,75000-85000,75,45.0,0.24
2022-11-01,Florida,BYD,Electric,Sedan,4225,45000-55000,60,35.0,0.12
2022-11-01,Florida,Nissan,Electric,Hatchback,2867,35000-45000,40,25.0,0.08
2022-11-01,Florida,Ford,Electric,Truck,2112,55000-65000,98,40.0,0.06
2022-11-01,Florida,Hyundai,Electric,SUV,1811,40000-50000,64,30.0,0.05
2022-11-01,Florida,Volkswagen,Electric,SUV,1509,45000-55000,77,35.0,0.04
2022-11-01,Florida,Kia,Electric,SUV,1358,38000-48000,64,30.0,0.04
2022-11-01,Florida,Chevrolet,Electric,SUV,1056,40000-50000,65,30.0,0.03
2022-11-01,Florida,Audi,Electric,SUV,905,65000-75000,95,40.0,0.03
2022-11-01,Florida,Mercedes,Electric,Sedan,754,75000-85000,90,35.0,0.02
2022-11-01,Washington,Tesla,Electric,SUV,5131,85000-95000,100,60.0,0.26
2022-11-01,Washington,BYD,Electric,Sedan,2565,45000-55000,60,35.0,0.13
2022-11-01,Washington,Nissan,Electric,Hatchback,1660,35000-45000,40,25.0,0.08
2022-11-01,Washington,Hyundai,Electric,SUV,1358,40000-50000,64,30.0,0.07
2022-11-01,Washington,Volkswagen,Electric,SUV,1207,45000-55000,77,35.0,0.06
2022-11-01,Washington,Ford,Electric,Truck,1056,55000-65000,98,40.0,0.05
2022-11-01,Washington,Kia,Electric,SUV,905,38000-48000,64,30.0,0.05
2022-11-01,Washington,Audi,Electric,SUV,754,65000-75000,95,40.0,0.04
2022-11-01,Washington,Chevrolet,Electric,SUV,603,40000-50000,65,30.0,0.03
2022-11-01,Washington,Rivian,Electric,Truck,452,70000-80000,135,50.0,0.02
2022-11-01,Washington,Mercedes,Electric,Sedan,301,75000-85000,90,35.0,0.02
2022-11-01,Arizona,Tesla,Electric,Sedan,4225,75000-85000,75,45.0,0.25
2022-11-01,Arizona,BYD,Electric,Sedan,2112,45000-55000,60,35.0,0.12
2022-11-01,Arizona,Nissan,Electric,Hatchback,1358,35000-45000,40,25.0,0.08
2022-11-01,Arizona,Hyundai,Electric,SUV,1056,40000-50000,64,30.0,0.06
2022-11-01,Arizona,Ford,Electric,Truck,905,55000-65000,98,40.0,0.05
2022-11-01,Arizona,Volkswagen,Electric,SUV,754,45000-55000,77,35.0,0.04
2022-11-01,Arizona,Kia,Electric,SUV,603,38000-48000,64,30.0,0.04
2022-11-01,Arizona,Chevrolet,Electric,SUV,452,40000-50000,65,30.0,0.03
2022-11-01,Arizona,Audi,Electric,SUV,301,65000-75000,95,40.0,0.02
2022-11-01,Arizona,Rivian,Electric,Truck,301,70000-80000,135,50.0,0.02
2022-11-01,Arizona,Mercedes,Electric,Sedan,150,75000-85000,90,35.0,0.01
2022-12-01,California,Tesla,Electric,Sedan,19551,75000-85000,75,45.0,0.28
2022-12-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2022-12-01,California,BYD,Electric,Sedan,10479,45000-55000,60,35.0,0.15
2022-12-01,California,Nissan,Electric,Hatchback,7038,35000-45000,40,25.0,0.1
2022-12-01,California,Ford,Electric,Truck,5005,55000-65000,98,40.0,0.07
2022-12-01,California,Volkswagen,Electric,SUV,4379,45000-55000,77,35.0,0.06
2022-12-01,California,Hyundai,Electric,SUV,3753,40000-50000,64,30.0,0.05
2022-12-01,California,Kia,Electric,SUV,3284,38000-48000,64,30.0,0.05
2022-12-01,California,Audi,Electric,SUV,2815,65000-75000,95,40.0,0.04
2022-12-01,California,Mercedes,Electric,Sedan,2346,75000-85000,90,35.0,0.03
2022-12-01,New York,Tesla,Electric,Sedan,13920,75000-85000,75,45.0,0.25
2022-12-01,New York,Ford,Electric,Truck,3284,55000-65000,98,40.0,0.06
2022-12-01,New York,Nissan,Electric,Hatchback,2815,35000-45000,40,25.0,0.05
2022-12-01,New York,Hyundai,Electric,SUV,2502,40000-50000,64,30.0,0.04
2022-12-01,New York,BYD,Electric,Sedan,2189,45000-55000,60,35.0,0.04
2022-12-01,New York,Volkswagen,Electric,SUV,1876,45000-55000,77,35.0,0.03
2022-12-01,New York,Kia,Electric,SUV,1720,38000-48000,64,30.0,0.03
2022-12-01,New York,Audi,Electric,SUV,1407,65000-75000,95,40.0,0.03
2022-12-01,New York,Mercedes,Electric,Sedan,1251,75000-85000,90,35.0,0.02
2022-12-01,New York,Rivian,Electric,Truck,1094,70000-80000,135,50.0,0.02
2022-12-01,Texas,Tesla,Electric,SUV,10479,85000-95000,100,60.0,0.22
2022-12-01,Texas,Ford,Electric,Truck,5317,55000-65000,98,40.0,0.11
2022-12-01,Texas,BYD,Electric,Sedan,3597,45000-55000,60,35.0,0.08
2022-12-01,Texas,Nissan,Electric,Hatchback,2815,35000-45000,40,25.0,0.06
2022-12-01,Texas,Hyundai,Electric,SUV,2502,40000-50000,64,30.0,0.05
2022-12-01,Texas,Volkswagen,Electric,SUV,2189,45000-55000,77,35.0,0.05
2022-12-01,Texas,Kia,Electric,SUV,1876,38000-48000,64,30.0,0.04
2022-12-01,Texas,Rivian,Electric,Truck,1720,70000-80000,135,50.0,0.04
2022-12-01,Texas,Chevrolet,Electric,SUV,1407,40000-50000,65,30.0,0.03
2022-12-01,Texas,Audi,Electric,SUV,1251,65000-75000,95,40.0,0.03
2022-12-01,Florida,Tesla,Electric,Sedan,8759,75000-85000,75,45.0,0.24
2022-12-01,Florida,BYD,Electric,Sedan,4379,45000-55000,60,35.0,0.12
2022-12-01,Florida,Nissan,Electric,Hatchback,2971,35000-45000,40,25.0,0.08
2022-12-01,Florida,Ford,Electric,Truck,2189,55000-65000,98,40.0,0.06
2022-12-01,Florida,Hyundai,Electric,SUV,1876,40000-50000,64,30.0,0.05
2022-12-01,Florida,Volkswagen,Electric,SUV,1564,45000-55000,77,35.0,0.04
2022-12-01,Florida,Kia,Electric,SUV,1407,38000-48000,64,30.0,0.04
2022-12-01,Florida,Chevrolet,Electric,SUV,1094,40000-50000,65,30.0,0.03
2022-12-01,Florida,Audi,Electric,SUV,938,65000-75000,95,40.0,0.03
2022-12-01,Florida,Mercedes,Electric,Sedan,782,75000-85000,90,35.0,0.02
2022-12-01,Washington,Tesla,Electric,SUV,5317,85000-95000,100,60.0,0.26
2022-12-01,Washington,BYD,Electric,Sedan,2658,45000-55000,60,35.0,0.13
2022-12-01,Washington,Nissan,Electric,Hatchback,1720,35000-45000,40,25.0,0.08
2022-12-01,Washington,Hyundai,Electric,SUV,1407,40000-50000,64,30.0,0.07
2022-12-01,Washington,Volkswagen,Electric,SUV,1251,45000-55000,77,35.0,0.06
2022-12-01,Washington,Ford,Electric,Truck,1094,55000-65000,98,40.0,0.05
2022-12-01,Washington,Kia,Electric,SUV,938,38000-48000,64,30.0,0.05
2022-12-01,Washington,Audi,Electric,SUV,782,65000-75000,95,40.0,0.04
2022-12-01,Washington,Chevrolet,Electric,SUV,625,40000-50000,65,30.0,0.03
2022-12-01,Washington,Rivian,Electric,Truck,469,70000-80000,135,50.0,0.02
2022-12-01,Washington,Mercedes,Electric,Sedan,312,75000-85000,90,35.0,0.02
2022-12-01,Arizona,Tesla,Electric,Sedan,4379,75000-85000,75,45.0,0.25
2022-12-01,Arizona,BYD,Electric,Sedan,2189,45000-55000,60,35.0,0.12
2022-12-01,Arizona,Nissan,Electric,Hatchback,1407,35000-45000,40,25.0,0.08
2022-12-01,Arizona,Hyundai,Electric,SUV,1094,40000-50000,64,30.0,0.06
2022-12-01,Arizona,Ford,Electric,Truck,938,55000-65000,98,40.0,0.05
2022-12-01,Arizona,Volkswagen,Electric,SUV,782,45000-55000,77,35.0,0.04
2022-12-01,Arizona,Kia,Electric,SUV,625,38000-48000,64,30.0,0.04
2022-12-01,Arizona,Chevrolet,Electric,SUV,469,40000-50000,65,30.0,0.03
2022-12-01,Arizona,Audi,Electric,SUV,312,65000-75000,95,40.0,0.02
2022-12-01,Arizona,Rivian,Electric,Truck,312,70000-80000,135,50.0,0.02
2022-12-01,Arizona,Mercedes,Electric,Sedan,156,75000-85000,90,35.0,0.01
2023-01-01,California,Tesla,Electric,Sedan,19919,75000-85000,75,45.0,0.28
2023-01-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-01-01,California,BYD,Electric,Sedan,10676,45000-55000,60,35.0,0.15
2023-01-01,California,Nissan,Electric,Hatchback,7170,35000-45000,40,25.0,0.1
2023-01-01,California,Ford,Electric,Truck,5099,55000-65000,98,40.0,0.07
2023-01-01,California,Volkswagen,Electric,SUV,4461,45000-55000,77,35.0,0.06
2023-01-01,California,Hyundai,Electric,SUV,3824,40000-50000,64,30.0,0.05
2023-01-01,California,Kia,Electric,SUV,3346,38000-48000,64,30.0,0.05
2023-01-01,California,Audi,Electric,SUV,2868,65000-75000,95,40.0,0.04
2023-01-01,California,Mercedes,Electric,Sedan,2390,75000-85000,90,35.0,0.03
2023-01-01,New York,Tesla,Electric,Sedan,14182,75000-85000,75,45.0,0.25
2023-01-01,New York,Ford,Electric,Truck,3346,55000-65000,98,40.0,0.06
2023-01-01,New York,Nissan,Electric,Hatchback,2868,35000-45000,40,25.0,0.05
2023-01-01,New York,Hyundai,Electric,SUV,2549,40000-50000,64,30.0,0.04
2023-01-01,New York,BYD,Electric,Sedan,2230,45000-55000,60,35.0,0.04
2023-01-01,New York,Volkswagen,Electric,SUV,1912,45000-55000,77,35.0,0.03
2023-01-01,New York,Kia,Electric,SUV,1752,38000-48000,64,30.0,0.03
2023-01-01,New York,Audi,Electric,SUV,1434,65000-75000,95,40.0,0.03
2023-01-01,New York,Mercedes,Electric,Sedan,1274,75000-85000,90,35.0,0.02
2023-01-01,New York,Rivian,Electric,Truck,1115,70000-80000,135,50.0,0.02
2023-01-01,Texas,Tesla,Electric,SUV,10676,85000-95000,100,60.0,0.22
2023-01-01,Texas,Ford,Electric,Truck,5417,55000-65000,98,40.0,0.11
2023-01-01,Texas,BYD,Electric,Sedan,3665,45000-55000,60,35.0,0.08
2023-01-01,Texas,Nissan,Electric,Hatchback,2868,35000-45000,40,25.0,0.06
2023-01-01,Texas,Hyundai,Electric,SUV,2549,40000-50000,64,30.0,0.05
2023-01-01,Texas,Volkswagen,Electric,SUV,2230,45000-55000,77,35.0,0.05
2023-01-01,Texas,Kia,Electric,SUV,1912,38000-48000,64,30.0,0.04
2023-01-01,Texas,Rivian,Electric,Truck,1752,70000-80000,135,50.0,0.04
2023-01-01,Texas,Chevrolet,Electric,SUV,1434,40000-50000,65,30.0,0.03
2023-01-01,Texas,Audi,Electric,SUV,1274,65000-75000,95,40.0,0.03
2023-01-01,Florida,Tesla,Electric,Sedan,8923,75000-85000,75,45.0,0.24
2023-01-01,Florida,BYD,Electric,Sedan,4461,45000-55000,60,35.0,0.12
2023-01-01,Florida,Nissan,Electric,Hatchback,3027,35000-45000,40,25.0,0.08
2023-01-01,Florida,Ford,Electric,Truck,2230,55000-65000,98,40.0,0.06
2023-01-01,Florida,Hyundai,Electric,SUV,1912,40000-50000,64,30.0,0.05
2023-01-01,Florida,Volkswagen,Electric,SUV,1593,45000-55000,77,35.0,0.04
2023-01-01,Florida,Kia,Electric,SUV,1434,38000-48000,64,30.0,0.04
2023-01-01,Florida,Chevrolet,Electric,SUV,1115,40000-50000,65,30.0,0.03
2023-01-01,Florida,Audi,Electric,SUV,956,65000-75000,95,40.0,0.03
2023-01-01,Florida,Mercedes,Electric,Sedan,796,75000-85000,90,35.0,0.02
2023-01-01,Washington,Tesla,Electric,SUV,5417,85000-95000,100,60.0,0.26
2023-01-01,Washington,BYD,Electric,Sedan,2708,45000-55000,60,35.0,0.13
2023-01-01,Washington,Nissan,Electric,Hatchback,1752,35000-45000,40,25.0,0.08
2023-01-01,Washington,Hyundai,Electric,SUV,1434,40000-50000,64,30.0,0.07
2023-01-01,Washington,Volkswagen,Electric,SUV,1274,45000-55000,77,35.0,0.06
2023-01-01,Washington,Ford,Electric,Truck,1115,55000-65000,98,40.0,0.05
2023-01-01,Washington,Kia,Electric,SUV,956,38000-48000,64,30.0,0.05
2023-01-01,Washington,Audi,Electric,SUV,796,65000-75000,95,40.0,0.04
2023-01-01,Washington,Chevrolet,Electric,SUV,637,40000-50000,65,30.0,0.03
2023-01-01,Washington,Rivian,Electric,Truck,478,70000-80000,135,50.0,0.02
2023-01-01,Washington,Mercedes,Electric,Sedan,318,75000-85000,90,35.0,0.02
2023-01-01,Arizona,Tesla,Electric,Sedan,4461,75000-85000,75,45.0,0.25
2023-01-01,Arizona,BYD,Electric,Sedan,2230,45000-55000,60,35.0,0.12
2023-01-01,Arizona,Nissan,Electric,Hatchback,1434,35000-45000,40,25.0,0.08
2023-01-01,Arizona,Hyundai,Electric,SUV,1115,40000-50000,64,30.0,0.06
2023-01-01,Arizona,Ford,Electric,Truck,956,55000-65000,98,40.0,0.05
2023-01-01,Arizona,Volkswagen,Electric,SUV,796,45000-55000,77,35.0,0.04
2023-01-01,Arizona,Kia,Electric,SUV,637,38000-48000,64,30.0,0.04
2023-01-01,Arizona,Chevrolet,Electric,SUV,478,40000-50000,65,30.0,0.03
2023-01-01,Arizona,Audi,Electric,SUV,318,65000-75000,95,40.0,0.02
2023-01-01,Arizona,Rivian,Electric,Truck,318,70000-80000,135,50.0,0.02
2023-01-01,Arizona,Mercedes,Electric,Sedan,159,75000-85000,90,35.0,0.01
2023-02-01,California,Tesla,Electric,Sedan,20483,75000-85000,75,45.0,0.28
2023-02-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-02-01,California,BYD,Electric,Sedan,10978,45000-55000,60,35.0,0.15
2023-02-01,California,Nissan,Electric,Hatchback,7373,35000-45000,40,25.0,0.1
2023-02-01,California,Ford,Electric,Truck,5243,55000-65000,98,40.0,0.07
2023-02-01,California,Volkswagen,Electric,SUV,4588,45000-55000,77,35.0,0.06
2023-02-01,California,Hyundai,Electric,SUV,3932,40000-50000,64,30.0,0.05
2023-02-01,California,Kia,Electric,SUV,3441,38000-48000,64,30.0,0.05
2023-02-01,California,Audi,Electric,SUV,2949,65000-75000,95,40.0,0.04
2023-02-01,California,Mercedes,Electric,Sedan,2457,75000-85000,90,35.0,0.03
2023-02-01,New York,Tesla,Electric,Sedan,14584,75000-85000,75,45.0,0.25
2023-02-01,New York,Ford,Electric,Truck,3441,55000-65000,98,40.0,0.06
2023-02-01,New York,Nissan,Electric,Hatchback,2949,35000-45000,40,25.0,0.05
2023-02-01,New York,Hyundai,Electric,SUV,2621,40000-50000,64,30.0,0.04
2023-02-01,New York,BYD,Electric,Sedan,2294,45000-55000,60,35.0,0.04
2023-02-01,New York,Volkswagen,Electric,SUV,1966,45000-55000,77,35.0,0.03
2023-02-01,New York,Kia,Electric,SUV,1802,38000-48000,64,30.0,0.03
2023-02-01,New York,Audi,Electric,SUV,1474,65000-75000,95,40.0,0.03
2023-02-01,New York,Mercedes,Electric,Sedan,1310,75000-85000,90,35.0,0.02
2023-02-01,New York,Rivian,Electric,Truck,1147,70000-80000,135,50.0,0.02
2023-02-01,Texas,Tesla,Electric,SUV,10978,85000-95000,100,60.0,0.22
2023-02-01,Texas,Ford,Electric,Truck,5571,55000-65000,98,40.0,0.11
2023-02-01,Texas,BYD,Electric,Sedan,3768,45000-55000,60,35.0,0.08
2023-02-01,Texas,Nissan,Electric,Hatchback,2949,35000-45000,40,25.0,0.06
2023-02-01,Texas,Hyundai,Electric,SUV,2621,40000-50000,64,30.0,0.05
2023-02-01,Texas,Volkswagen,Electric,SUV,2294,45000-55000,77,35.0,0.05
2023-02-01,Texas,Kia,Electric,SUV,1966,38000-48000,64,30.0,0.04
2023-02-01,Texas,Rivian,Electric,Truck,1802,70000-80000,135,50.0,0.04
2023-02-01,Texas,Chevrolet,Electric,SUV,1474,40000-50000,65,30.0,0.03
2023-02-01,Texas,Audi,Electric,SUV,1310,65000-75000,95,40.0,0.03
2023-02-01,Florida,Tesla,Electric,Sedan,9176,75000-85000,75,45.0,0.24
2023-02-01,Florida,BYD,Electric,Sedan,4588,45000-55000,60,35.0,0.12
2023-02-01,Florida,Nissan,Electric,Hatchback,3113,35000-45000,40,25.0,0.08
2023-02-01,Florida,Ford,Electric,Truck,2294,55000-65000,98,40.0,0.06
2023-02-01,Florida,Hyundai,Electric,SUV,1966,40000-50000,64,30.0,0.05
2023-02-01,Florida,Volkswagen,Electric,SUV,1638,45000-55000,77,35.0,0.04
2023-02-01,Florida,Kia,Electric,SUV,1474,38000-48000,64,30.0,0.04
2023-02-01,Florida,Chevrolet,Electric,SUV,1147,40000-50000,65,30.0,0.03
2023-02-01,Florida,Audi,Electric,SUV,983,65000-75000,95,40.0,0.03
2023-02-01,Florida,Mercedes,Electric,Sedan,819,75000-85000,90,35.0,0.02
2023-02-01,Washington,Tesla,Electric,SUV,5571,85000-95000,100,60.0,0.26
2023-02-01,Washington,BYD,Electric,Sedan,2785,45000-55000,60,35.0,0.13
2023-02-01,Washington,Nissan,Electric,Hatchback,1802,35000-45000,40,25.0,0.08
2023-02-01,Washington,Hyundai,Electric,SUV,1474,40000-50000,64,30.0,0.07
2023-02-01,Washington,Volkswagen,Electric,SUV,1310,45000-55000,77,35.0,0.06
2023-02-01,Washington,Ford,Electric,Truck,1147,55000-65000,98,40.0,0.05
2023-02-01,Washington,Kia,Electric,SUV,983,38000-48000,64,30.0,0.05
2023-02-01,Washington,Audi,Electric,SUV,819,65000-75000,95,40.0,0.04
2023-02-01,Washington,Chevrolet,Electric,SUV,655,40000-50000,65,30.0,0.03
2023-02-01,Washington,Rivian,Electric,Truck,491,70000-80000,135,50.0,0.02
2023-02-01,Washington,Mercedes,Electric,Sedan,327,75000-85000,90,35.0,0.02
2023-02-01,Arizona,Tesla,Electric,Sedan,4588,75000-85000,75,45.0,0.25
2023-02-01,Arizona,BYD,Electric,Sedan,2294,45000-55000,60,35.0,0.12
2023-02-01,Arizona,Nissan,Electric,Hatchback,1474,35000-45000,40,25.0,0.08
2023-02-01,Arizona,Hyundai,Electric,SUV,1147,40000-50000,64,30.0,0.06
2023-02-01,Arizona,Ford,Electric,Truck,983,55000-65000,98,40.0,0.05
2023-02-01,Arizona,Volkswagen,Electric,SUV,819,45000-55000,77,35.0,0.04
2023-02-01,Arizona,Kia,Electric,SUV,655,38000-48000,64,30.0,0.04
2023-02-01,Arizona,Chevrolet,Electric,SUV,491,40000-50000,65,30.0,0.03
2023-02-01,Arizona,Audi,Electric,SUV,327,65000-75000,95,40.0,0.02
2023-02-01,Arizona,Rivian,Electric,Truck,327,70000-80000,135,50.0,0.02
2023-02-01,Arizona,Mercedes,Electric,Sedan,163,75000-85000,90,35.0,0.01
2023-03-01,California,Tesla,Electric,Sedan,21364,75000-85000,75,45.0,0.28
2023-03-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-03-01,California,BYD,Electric,Sedan,11451,45000-55000,60,35.0,0.15
2023-03-01,California,Nissan,Electric,Hatchback,7691,35000-45000,40,25.0,0.1
2023-03-01,California,Ford,Electric,Truck,5469,55000-65000,98,40.0,0.07
2023-03-01,California,Volkswagen,Electric,SUV,4785,45000-55000,77,35.0,0.06
2023-03-01,California,Hyundai,Electric,SUV,4102,40000-50000,64,30.0,0.05
2023-03-01,California,Kia,Electric,SUV,3589,38000-48000,64,30.0,0.05
2023-03-01,California,Audi,Electric,SUV,3076,65000-75000,95,40.0,0.04
2023-03-01,California,Mercedes,Electric,Sedan,2563,75000-85000,90,35.0,0.03
2023-03-01,New York,Tesla,Electric,Sedan,15211,75000-85000,75,45.0,0.25
2023-03-01,New York,Ford,Electric,Truck,3589,55000-65000,98,40.0,0.06
2023-03-01,New York,Nissan,Electric,Hatchback,3076,35000-45000,40,25.0,0.05
2023-03-01,New York,Hyundai,Electric,SUV,2734,40000-50000,64,30.0,0.04
2023-03-01,New York,BYD,Electric,Sedan,2392,45000-55000,60,35.0,0.04
2023-03-01,New York,Volkswagen,Electric,SUV,2051,45000-55000,77,35.0,0.03
2023-03-01,New York,Kia,Electric,SUV,1880,38000-48000,64,30.0,0.03
2023-03-01,New York,Audi,Electric,SUV,1538,65000-75000,95,40.0,0.03
2023-03-01,New York,Mercedes,Electric,Sedan,1367,75000-85000,90,35.0,0.02
2023-03-01,New York,Rivian,Electric,Truck,1196,70000-80000,135,50.0,0.02
2023-03-01,Texas,Tesla,Electric,SUV,11451,85000-95000,100,60.0,0.22
2023-03-01,Texas,Ford,Electric,Truck,5811,55000-65000,98,40.0,0.11
2023-03-01,Texas,BYD,Electric,Sedan,3931,45000-55000,60,35.0,0.08
2023-03-01,Texas,Nissan,Electric,Hatchback,3076,35000-45000,40,25.0,0.06
2023-03-01,Texas,Hyundai,Electric,SUV,2734,40000-50000,64,30.0,0.05
2023-03-01,Texas,Volkswagen,Electric,SUV,2392,45000-55000,77,35.0,0.05
2023-03-01,Texas,Kia,Electric,SUV,2051,38000-48000,64,30.0,0.04
2023-03-01,Texas,Rivian,Electric,Truck,1880,70000-80000,135,50.0,0.04
2023-03-01,Texas,Chevrolet,Electric,SUV,1538,40000-50000,65,30.0,0.03
2023-03-01,Texas,Audi,Electric,SUV,1367,65000-75000,95,40.0,0.03
2023-03-01,Florida,Tesla,Electric,Sedan,9571,75000-85000,75,45.0,0.24
2023-03-01,Florida,BYD,Electric,Sedan,4785,45000-55000,60,35.0,0.12
2023-03-01,Florida,Nissan,Electric,Hatchback,3247,35000-45000,40,25.0,0.08
2023-03-01,Florida,Ford,Electric,Truck,2392,55000-65000,98,40.0,0.06
2023-03-01,Florida,Hyundai,Electric,SUV,2051,40000-50000,64,30.0,0.05
2023-03-01,Florida,Volkswagen,Electric,SUV,1709,45000-55000,77,35.0,0.04
2023-03-01,Florida,Kia,Electric,SUV,1538,38000-48000,64,30.0,0.04
2023-03-01,Florida,Chevrolet,Electric,SUV,1196,40000-50000,65,30.0,0.03
2023-03-01,Florida,Audi,Electric,SUV,1025,65000-75000,95,40.0,0.03
2023-03-01,Florida,Mercedes,Electric,Sedan,854,75000-85000,90,35.0,0.02
2023-03-01,Washington,Tesla,Electric,SUV,5811,85000-95000,100,60.0,0.26
2023-03-01,Washington,BYD,Electric,Sedan,2905,45000-55000,60,35.0,0.13
2023-03-01,Washington,Nissan,Electric,Hatchback,1880,35000-45000,40,25.0,0.08
2023-03-01,Washington,Hyundai,Electric,SUV,1538,40000-50000,64,30.0,0.07
2023-03-01,Washington,Volkswagen,Electric,SUV,1367,45000-55000,77,35.0,0.06
2023-03-01,Washington,Ford,Electric,Truck,1196,55000-65000,98,40.0,0.05
2023-03-01,Washington,Kia,Electric,SUV,1025,38000-48000,64,30.0,0.05
2023-03-01,Washington,Audi,Electric,SUV,854,65000-75000,95,40.0,0.04
2023-03-01,Washington,Chevrolet,Electric,SUV,683,40000-50000,65,30.0,0.03
2023-03-01,Washington,Rivian,Electric,Truck,512,70000-80000,135,50.0,0.02
2023-03-01,Washington,Mercedes,Electric,Sedan,341,75000-85000,90,35.0,0.02
2023-03-01,Arizona,Tesla,Electric,Sedan,4785,75000-85000,75,45.0,0.25
2023-03-01,Arizona,BYD,Electric,Sedan,2392,45000-55000,60,35.0,0.12
2023-03-01,Arizona,Nissan,Electric,Hatchback,1538,35000-45000,40,25.0,0.08
2023-03-01,Arizona,Hyundai,Electric,SUV,1196,40000-50000,64,30.0,0.06
2023-03-01,Arizona,Ford,Electric,Truck,1025,55000-65000,98,40.0,0.05
2023-03-01,Arizona,Volkswagen,Electric,SUV,854,45000-55000,77,35.0,0.04
2023-03-01,Arizona,Kia,Electric,SUV,683,38000-48000,64,30.0,0.04
2023-03-01,Arizona,Chevrolet,Electric,SUV,512,40000-50000,65,30.0,0.03
2023-03-01,Arizona,Audi,Electric,SUV,341,65000-75000,95,40.0,0.02
2023-03-01,Arizona,Rivian,Electric,Truck,341,70000-80000,135,50.0,0.02
2023-03-01,Arizona,Mercedes,Electric,Sedan,170,75000-85000,90,35.0,0.01
2023-04-01,California,Tesla,Electric,Sedan,22006,75000-85000,75,45.0,0.28
2023-04-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-04-01,California,BYD,Electric,Sedan,11795,45000-55000,60,35.0,0.15
2023-04-01,California,Nissan,Electric,Hatchback,7922,35000-45000,40,25.0,0.1
2023-04-01,California,Ford,Electric,Truck,5633,55000-65000,98,40.0,0.07
2023-04-01,California,Volkswagen,Electric,SUV,4929,45000-55000,77,35.0,0.06
2023-04-01,California,Hyundai,Electric,SUV,4225,40000-50000,64,30.0,0.05
2023-04-01,California,Kia,Electric,SUV,3697,38000-48000,64,30.0,0.05
2023-04-01,California,Audi,Electric,SUV,3168,65000-75000,95,40.0,0.04
2023-04-01,California,Mercedes,Electric,Sedan,2640,75000-85000,90,35.0,0.03
2023-04-01,New York,Tesla,Electric,Sedan,15668,75000-85000,75,45.0,0.25
2023-04-01,New York,Ford,Electric,Truck,3697,55000-65000,98,40.0,0.06
2023-04-01,New York,Nissan,Electric,Hatchback,3168,35000-45000,40,25.0,0.05
2023-04-01,New York,Hyundai,Electric,SUV,2816,40000-50000,64,30.0,0.04
2023-04-01,New York,BYD,Electric,Sedan,2464,45000-55000,60,35.0,0.04
2023-04-01,New York,Volkswagen,Electric,SUV,2112,45000-55000,77,35.0,0.03
2023-04-01,New York,Kia,Electric,SUV,1936,38000-48000,64,30.0,0.03
2023-04-01,New York,Audi,Electric,SUV,1584,65000-75000,95,40.0,0.03
2023-04-01,New York,Mercedes,Electric,Sedan,1408,75000-85000,90,35.0,0.02
2023-04-01,New York,Rivian,Electric,Truck,1232,70000-80000,135,50.0,0.02
2023-04-01,Texas,Tesla,Electric,SUV,11795,85000-95000,100,60.0,0.22
2023-04-01,Texas,Ford,Electric,Truck,5985,55000-65000,98,40.0,0.11
2023-04-01,Texas,BYD,Electric,Sedan,4049,45000-55000,60,35.0,0.08
2023-04-01,Texas,Nissan,Electric,Hatchback,3168,35000-45000,40,25.0,0.06
2023-04-01,Texas,Hyundai,Electric,SUV,2816,40000-50000,64,30.0,0.05
2023-04-01,Texas,Volkswagen,Electric,SUV,2464,45000-55000,77,35.0,0.05
2023-04-01,Texas,Kia,Electric,SUV,2112,38000-48000,64,30.0,0.04
2023-04-01,Texas,Rivian,Electric,Truck,1936,70000-80000,135,50.0,0.04
2023-04-01,Texas,Chevrolet,Electric,SUV,1584,40000-50000,65,30.0,0.03
2023-04-01,Texas,Audi,Electric,SUV,1408,65000-75000,95,40.0,0.03
2023-04-01,Florida,Tesla,Electric,Sedan,9859,75000-85000,75,45.0,0.24
2023-04-01,Florida,BYD,Electric,Sedan,4929,45000-55000,60,35.0,0.12
2023-04-01,Florida,Nissan,Electric,Hatchback,3345,35000-45000,40,25.0,0.08
2023-04-01,Florida,Ford,Electric,Truck,2464,55000-65000,98,40.0,0.06
2023-04-01,Florida,Hyundai,Electric,SUV,2112,40000-50000,64,30.0,0.05
2023-04-01,Florida,Volkswagen,Electric,SUV,1760,45000-55000,77,35.0,0.04
2023-04-01,Florida,Kia,Electric,SUV,1584,38000-48000,64,30.0,0.04
2023-04-01,Florida,Chevrolet,Electric,SUV,1232,40000-50000,65,30.0,0.03
2023-04-01,Florida,Audi,Electric,SUV,1056,65000-75000,95,40.0,0.03
2023-04-01,Florida,Mercedes,Electric,Sedan,880,75000-85000,90,35.0,0.02
2023-04-01,Washington,Tesla,Electric,SUV,5985,85000-95000,100,60.0,0.26
2023-04-01,Washington,BYD,Electric,Sedan,2992,45000-55000,60,35.0,0.13
2023-04-01,Washington,Nissan,Electric,Hatchback,1936,35000-45000,40,25.0,0.08
2023-04-01,Washington,Hyundai,Electric,SUV,1584,40000-50000,64,30.0,0.07
